REGIAO:;SE;;;;;;;;;;;;;;;;;
UF:;SP;;;;;;;;;;;;;;;;;
ESTACAO:;LINS;;;;;;;;;;;;;;;;;
CODIGO (WMO):;A727;;;;;;;;;;;;;;;;;
LATITUDE:;-21,66611111;;;;;;;;;;;;;;;;;
LONGITUDE:;-49,73472221;;;;;;;;;;;;;;;;;
ALTITUDE:;460,65;;;;;;;;;;;;;;;;;
DATA DE FUNDACAO:;20/09/2006;;;;;;;;;;;;;;;;;
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s)
22/01/2024;0700 UTC;0;960,9;961;960,8;;21,1;18,3;21,6;21,1;18,3;18,3;84;82;84;130;4,7;1,4
22/01/2024;0800 UTC;0;961,5;961,5;960,9;;20,9;18,2;21,1;20,8;18,3;18,2;85;84;85;133;4,1;1,4
22/01/2024;0900 UTC;0;961,9;961,9;961,5;40,4;21;18,2;21;20,7;18,2;18,1;85;84;84;147;4,8;2,3
22/01/2024;1000 UTC;0;962,4;962,4;961,9;654,5;22,5;18,5;22,5;21;18,6;18,2;84;78;78;138;6;2,8
22/01/2024;1100 UTC;0;962,7;962,7;962,3;1596,7;24,1;18,6;24,2;22,5;18,7;18,1;78;70;71;134;7,9;2,5
22/01/2024;1200 UTC;0;962,5;962,8;962,5;2483,2;25,5;18,2;26;24,1;18,9;17,9;71;63;64;137;7,3;2,4
22/01/2024;1300 UTC;0;961,8;962,6;961,7;2977,5;27,7;18,3;27,8;25,5;19,2;18,1;66;56;56;101;6,6;2,8
22/01/2024;1400 UTC;0;961,2;961,8;961,1;3211;28,6;18,4;29,3;27,5;19,2;17,7;59;52;54;118;7,8;2,4
22/01/2024;1500 UTC;0;960,9;961,2;960,9;2932,6;29,6;18,9;29,7;28,5;19,2;18;55;51;53;115;5,9;2,8
22/01/2024;1600 UTC;0;960,6;961;960,6;1752,2;29,4;18,6;29,7;28,7;19,1;17,9;55;51;52;147;6,6;2,8
22/01/2024;1700 UTC;0;960,3;960,6;960,2;1732,6;29,5;18,8;30;28,9;19,4;18;54;49;53;153;6,6;2,3
22/01/2024;1800 UTC;0;958,9;960,3;958,9;1906,3;30,2;19,1;30,2;29,1;19,1;18,1;54;49;51;149;4,5;2,3
22/01/2024;1900 UTC;0;958,5;959;958,5;1652,7;29,9;18,7;30,9;29,8;19;16,9;51;45;51;152;4,8;2
22/01/2024;2000 UTC;0;958,4;958,6;958,4;620,9;29,1;18,7;30,1;29,1;19;18,2;54;50;54;167;5,1;2,4
22/01/2024;2100 UTC;0;958,9;958,9;958,4;203,1;28,5;19;29,2;28,5;19,3;18,5;57;53;57;177;4,1;2,5
22/01/2024;2200 UTC;0;959,3;959,3;958,9;26,1;27,8;19;28,5;27,8;19,1;18,8;59;56;59;174;4,3;1,8
22/01/2024;2300 UTC;0;960;960;959,3;;26,9;19,7;27,9;26,9;19,8;18,7;65;58;65;164;3,4;1,2
23/01/2024;0000 UTC;0;960,3;960,5;960;;26,5;19,7;26,9;26,5;20;19,7;67;65;66;165;2,6;1,7
23/01/2024;0100 UTC;0;960,6;960,6;960,1;;26;19,3;26,5;26;19,8;19,2;67;64;67;145;4,1;1,7
23/01/2024;0200 UTC;0;960,6;960,8;960,5;;25,4;18,9;26;25,4;19,4;18,9;68;66;68;150;5,5;2,5
23/01/2024;0300 UTC;0;960,8;960,9;960,6;;24,6;18,7;25,4;24,6;19,1;18,4;71;66;70;136;5,5;1,3
23/01/2024;0400 UTC;0,2;959,7;960,8;959,7;;23,1;18,1;24,6;23,1;19,1;18,1;76;70;73;127;7,1;2,4
23/01/2024;0500 UTC;0;959,2;959,7;959,2;;22,6;17,3;23,2;22,6;18,2;17,3;74;71;72;131;7;2,2
23/01/2024;0600 UTC;0;958,5;959,4;958,3;;22,1;17,1;22,6;22,1;17,4;17,1;73;72;73;129;7;2,7
23/01/2024;0700 UTC;0;958,6;958,7;958,5;;21,6;17,2;22,1;21,6;17,2;17;76;73;76;130;6,8;2
23/01/2024;0800 UTC;0;958,7;958,8;958,5;;21,5;17,1;21,7;21,5;17,2;17;76;75;76;149;6,3;2,1
23/01/2024;0900 UTC;0;959,4;959,4;958,7;10,6;21,4;17,1;21,6;21,4;17,1;17;77;75;76;145;5,4;2,5
23/01/2024;1000 UTC;0;959,8;959,8;959,3;180,9;21,6;17,3;21,6;21,4;17,4;17,1;77;76;77;144;5,7;3
23/01/2024;1100 UTC;0;960,5;960,5;959,8;514,2;22,4;17,3;22,4;21,6;17,5;17,2;77;73;73;150;5,9;2,5
23/01/2024;1200 UTC;0;960,7;960,8;960,4;658,1;22,8;17,3;23;22,3;17,6;17,1;73;71;71;150;7,4;3,6
23/01/2024;1300 UTC;0;960,7;960,9;960,6;1076,5;23,5;17,4;23,5;22,7;17,7;17,1;72;69;69;141;8,5;4
23/01/2024;1400 UTC;0;960,6;960,8;960,6;1152,2;23,7;17,6;24;23,2;18;17,2;70;68;69;140;7,9;3,3
23/01/2024;1500 UTC;0;960,3;960,7;960,2;1724,2;23,9;17,8;24,9;23,6;18,4;17,5;70;66;68;135;8,8;2,7
23/01/2024;1600 UTC;0;960;960,3;960;829,5;23,8;18,1;24,2;23,5;18,4;17,7;71;69;70;137;6,2;2,9
23/01/2024;1700 UTC;0;959,4;960,1;959,4;1183,8;24,4;18,4;24,7;23,7;18,8;17,8;71;68;69;153;6,2;3,4
23/01/2024;1800 UTC;0;958,7;959,4;958,7;794,3;23,7;17,8;24,8;23,4;18,5;17,4;70;67;69;142;7,7;2,9
23/01/2024;1900 UTC;0;958,4;958,7;958,4;446,5;23,1;17,4;23,8;23,1;17,8;17,2;70;68;70;141;6,7;2,9
23/01/2024;2000 UTC;0;958,1;958,5;958,1;318,7;23;17,5;23,3;23;17,9;17,4;72;70;71;137;6,5;3,1
23/01/2024;2100 UTC;0;958,4;958,4;958,1;126;22,4;17,2;23,1;21,9;17,9;17,2;77;71;72;143;8,4;3,3
23/01/2024;2200 UTC;0;958,9;959;958,4;18;21,8;16,9;22,5;21,8;17,4;16,8;74;72;74;150;6,3;3,3
23/01/2024;2300 UTC;0;959,1;959,1;958,9;;21,5;17,4;21,8;21,4;17,4;16,9;78;74;78;144;6,3;2,2
24/01/2024;0000 UTC;0;959,9;959,9;959,1;;21;17,3;21,5;21;17,5;17,2;80;77;79;139;6,5;2,9
24/01/2024;0100 UTC;0;959,9;960;959,8;;20,4;16,5;21;20,4;17,2;16,4;79;77;78;136;9,1;3,7
24/01/2024;0200 UTC;0;959,5;960;959,5;;20,4;16,2;20,5;20,4;16,5;16,2;78;77;77;141;8,8;3,7
24/01/2024;0300 UTC;0;958,8;959,5;958,8;;20;15,6;20,4;20;16,2;15,6;77;76;76;141;8,6;3,6
24/01/2024;0400 UTC;0;958,3;958,8;958,3;;19,6;15,3;20;19,6;15,6;15,3;76;76;76;161;8,6;2,9
24/01/2024;0500 UTC;0;957,9;958,3;957,8;;19,1;15,3;19,6;19,1;15,3;15,2;78;76;78;118;6,1;1,7
24/01/2024;0600 UTC;0;957,6;958;957,6;;18,8;15;19,1;18,7;15,3;15;79;78;79;150;6,6;3,2
24/01/2024;0700 UTC;0;957,6;957,6;957,5;;18,4;15,1;18,8;18,4;15,1;14,9;81;79;81;160;6,6;1,8
24/01/2024;0800 UTC;0;957,9;957,9;957,6;;17,9;15;18,4;17,9;15,2;15;83;81;83;182;3,9;1,8
24/01/2024;0900 UTC;0;958,5;958,5;957,9;14,1;17,5;14,7;17,9;17,5;15;14,7;84;83;84;174;3,4;1,9
24/01/2024;1000 UTC;0;958,7;958,8;958,5;564,7;18,9;14,8;19,2;17,5;15,3;14,7;84;77;77;150;6,5;2,9
24/01/2024;1100 UTC;0;959;959;958,7;1565,8;20,6;15,1;20,7;18,9;15,5;14,9;78;71;71;144;9,3;4,1
24/01/2024;1200 UTC;0;959,2;959,3;958,9;2450,9;22,9;16;23,2;20,5;16,3;15,2;72;64;65;136;6,8;2,7
24/01/2024;1300 UTC;0;959,1;959,2;959,1;3139,9;24,7;16,6;25,6;22,9;17,4;15,8;65;58;60;149;6,2;2,1
24/01/2024;1400 UTC;0;958,9;959,2;958,8;3094,3;25,8;16,4;27;24,7;17;15,8;60;54;56;142;5,4;1,6
24/01/2024;1500 UTC;0;958,6;958,9;958,6;3073;27,7;16,2;28,2;25,8;17,6;15,5;57;47;50;311;4,3;0,4
24/01/2024;1600 UTC;0;958,2;958,6;958,2;1675,8;27,4;16,5;28,2;26,7;17,5;15,9;54;49;51;212;5,8;1,7
24/01/2024;1700 UTC;0;957,7;958,2;957,7;1648,4;27,7;16,4;28,6;27,2;17,4;16,2;53;49;50;191;4,9;1,6
24/01/2024;1800 UTC;0;956,6;957,7;956,6;2092;28,9;16,8;29,4;27,7;17,3;15,8;52;45;48;203;4,9;2,1
24/01/2024;1900 UTC;0;955,8;956,6;955,8;1625;29,3;16,1;29,7;28;17,1;16;50;44;45;172;5,8;2
24/01/2024;2000 UTC;0;955,6;955,9;955,6;813,6;28,8;16;29,6;28,4;17,1;15,7;49;44;46;170;4,8;2,5
24/01/2024;2100 UTC;0;955,8;955,8;955,5;329,2;28;16,3;29,2;28;16,7;16;50;45;49;180;5;2,5
24/01/2024;2200 UTC;0;956,5;956,5;955,8;69,7;27;16,7;28;27;16,8;16,2;53;49;53;155;4,3;1,8
24/01/2024;2300 UTC;0;957,2;957,2;956,5;;25,8;17,3;27;25,8;17,3;16,7;59;53;59;130;3,9;1,1
25/01/2024;0000 UTC;0;957,5;957,5;957,2;;25;17,4;25,8;24,9;17,6;17,3;63;59;63;138;3,7;1,6
25/01/2024;0100 UTC;0;958,5;958,5;957,5;;23,7;17,2;25;23,7;17,4;17,1;67;63;67;141;7,8;4,3
25/01/2024;0200 UTC;0;959,2;959,3;958,5;;21,4;14,5;23,7;21,4;17,2;14,5;67;64;65;149;9,1;4,7
25/01/2024;0300 UTC;0;959;959,4;959;;20,3;13,9;21,4;20,2;14,5;13,9;67;65;67;146;8,7;3,1
25/01/2024;0400 UTC;0;958,3;959;958,3;;19,5;13,9;20,3;19,5;13,9;13,9;70;67;70;151;7,9;3,6
25/01/2024;0500 UTC;0;958;958,3;957,9;;18,7;14;19,5;18,7;14;13,9;74;70;74;156;6,3;2,5
25/01/2024;0600 UTC;0;957,7;958;957,7;;18,3;13,8;18,7;18,3;14;13,8;75;74;75;157;4,8;1,8
25/01/2024;0700 UTC;0;957,5;957,7;957,5;;17,8;13,7;18,4;17,8;13,8;13,7;77;75;77;161;4,7;2,5
25/01/2024;0800 UTC;0;957,7;957,7;957,5;;17,6;13,7;17,9;17,6;13,8;13,7;78;77;78;173;4;1,9
25/01/2024;0900 UTC;0;958,6;958,6;957,7;13,1;17,2;13,7;17,7;17,2;13,8;13,7;80;78;80;183;4,5;2,4
25/01/2024;1000 UTC;0;958,9;958,9;958,6;543,6;19,3;14,5;19,3;17,2;14,5;13,7;80;74;74;164;5;2,8
25/01/2024;1100 UTC;0;959,2;959,3;958,9;1589,1;21,5;15;21,5;19,3;15,2;14,3;73;66;66;155;7,6;3,9
25/01/2024;1200 UTC;0;959,4;959,4;959,2;2465,7;23,1;15,1;23,7;21,5;16;14,8;67;60;61;140;8,3;3,5
25/01/2024;1300 UTC;0;959,6;959,7;959,4;3149,9;25;15,9;25,7;23,1;16,5;15,1;62;55;57;133;7,1;2,8
25/01/2024;1400 UTC;0;959,3;959,6;959,3;3624,6;25,8;15,5;26,3;24,6;16,4;15,4;59;53;53;140;7;2,3
25/01/2024;1500 UTC;0;958,9;959,3;958,9;2722;27,4;15,5;27,9;25,7;16,9;15,5;55;48;48;151;5,9;2,5
25/01/2024;1600 UTC;0;958,4;958,9;958,4;2862,3;28,6;15,7;29,2;26,7;16,5;14,8;51;44;45;183;6,1;3,2
25/01/2024;1700 UTC;0;958;958,4;958;1762,2;27,6;15,5;29;27,2;16,1;14,7;49;44;48;165;7;3,6
25/01/2024;1800 UTC;0;957,6;958;957,6;1913,2;28,4;15,4;30,1;27,7;16,9;14,6;48;42;45;170;6,6;3,4
25/01/2024;1900 UTC;0;957,1;957,6;957,1;2427,5;29,4;14,9;30,2;28;15,9;13,7;46;38;41;148;6,2;3,3
25/01/2024;2000 UTC;0;957,1;957,1;956,8;2001,3;28,1;15,7;29,7;28;16,1;14,3;47;41;47;155;9,6;4,9
25/01/2024;2100 UTC;0;957,7;957,7;957;266,7;25,7;15,8;28,2;25,7;16;14,7;55;45;55;157;10,1;4,9
25/01/2024;2200 UTC;0;958,4;958,4;957,6;50,8;25,1;15,6;25,8;25,1;16;15,5;56;54;56;155;8,6;3,8
25/01/2024;2300 UTC;0;959,8;959,8;958,4;;23,4;14,7;25,1;23,4;15,6;14,6;58;55;58;155;9,3;4,8
26/01/2024;0000 UTC;0;960,4;960,4;959,8;;21,9;14,4;23,4;21,9;14,7;14,3;63;58;63;146;9,6;3,3
26/01/2024;0100 UTC;0;960,9;961;960,4;;20,8;13,8;21,9;20,8;14,4;13,8;64;63;64;147;8,6;3,9
26/01/2024;0200 UTC;0;961,1;961,3;960,9;;19,8;13,7;20,8;19,8;13,9;13,6;68;64;68;156;7,8;3,1
26/01/2024;0300 UTC;0;960,7;961,2;960,7;;19;13,3;19,8;19;13,7;13,3;70;68;70;153;7;2,8
26/01/2024;0400 UTC;0;960;960,7;960;;18,3;13,3;19;18,3;13,4;13,2;72;70;72;172;5,9;2,3
26/01/2024;0500 UTC;0;959,6;960;959,6;;17,4;13,4;18,3;17,4;13,4;13,3;77;72;77;181;4,8;1,6
26/01/2024;0600 UTC;0;959,5;959,6;959,4;;17,2;13,2;17,4;17,2;13,5;13,2;78;77;78;156;4,4;2,1
26/01/2024;0700 UTC;0;959,5;959,5;959,4;;16,7;13;17,2;16,7;13,3;13;79;77;79;174;4,2;2,5
26/01/2024;0800 UTC;0;960;960;959,5;;16,3;12,8;16,7;16,3;13;12,8;80;79;80;181;4,3;2,2
26/01/2024;0900 UTC;0;960,8;960,8;960;13,3;16,1;12,7;16,3;16,1;12,9;12,7;81;80;80;178;4,1;1,6
26/01/2024;1000 UTC;0;961,1;961,2;960,8;554;18,1;13,1;18,2;16,1;13,3;12,7;81;72;73;148;5,3;2,5
26/01/2024;1100 UTC;0;961,4;961,5;961,1;1503,4;20,8;13,9;20,8;18,1;14,1;12,9;73;65;65;141;7,8;3,4
26/01/2024;1200 UTC;0;961,9;962;961,4;2484,9;22,9;14,1;23;20,6;14,8;13,4;65;58;58;138;8,5;3,6
26/01/2024;1300 UTC;0;961,5;961,9;961,5;3201,6;24,7;15;24,7;22,3;15,2;13,7;59;55;55;140;7,9;3,1
26/01/2024;1400 UTC;0;960,9;961,5;960,9;3762,7;25,7;14,5;26,2;24,3;15,4;14,1;56;49;50;122;8;2,4
26/01/2024;1500 UTC;0;960,5;960,9;960,5;3802,6;26,9;14,3;27,4;25,7;15,4;13,6;51;44;46;153;5,9;1,9
26/01/2024;1600 UTC;0;959,8;960,5;959,8;3554,4;28;14,3;28,1;26,9;15,2;13,4;47;41;43;142;5,2;1,8
26/01/2024;1700 UTC;0;958,9;959,8;958,9;2689,8;27,9;13,5;29,1;27,5;15,1;13,1;44;40;41;166;6,2;2,1
26/01/2024;1800 UTC;0;958,3;958,9;958,3;1222,6;28,9;12,7;29,5;27,7;14,5;12,7;43;37;37;163;4,6;2,2
26/01/2024;1900 UTC;0;957,6;958,3;957,6;1679,1;28,1;12,8;29,8;28,1;13,9;11,2;39;34;39;173;6,1;2
26/01/2024;2000 UTC;0;957,2;957,6;957,2;595,9;29;12,4;29,1;28;13,7;11,5;40;35;36;187;6,1;2,9
26/01/2024;2100 UTC;0;957,6;957,6;957,1;365,8;26,8;14,4;29,1;26,8;14,6;12,2;47;35;46;182;9,9;4,9
26/01/2024;2200 UTC;0;958,5;958,5;957,7;49,7;24,9;15;26,8;24,9;15,2;14,1;55;46;54;173;8,4;3,2
26/01/2024;2300 UTC;0;959,3;959,3;958,5;;23,3;15,4;24,9;23,3;15,4;15;61;54;61;180;6,9;3
27/01/2024;0000 UTC;0;960,1;960,1;959,3;;22,6;15,5;23,4;22,4;15,5;15,4;65;61;64;176;5,4;2,6
27/01/2024;0100 UTC;0;960,6;960,6;960,1;;21,7;15,4;22,6;21,7;15,5;15,4;67;64;67;164;6,5;3,5
27/01/2024;0200 UTC;0;960,6;960,8;960,6;;20,8;15,2;21,7;20,8;15,4;15,2;70;67;70;157;6,7;2,4
27/01/2024;0300 UTC;0;960,5;960,6;960,5;;20;15;20,8;20;15,2;15;73;70;73;163;5,8;2,1
27/01/2024;0400 UTC;0;959,9;960,5;959,9;;19,5;14,8;20,1;19,5;15;14,8;74;72;74;145;6,2;2,1
27/01/2024;0500 UTC;0;959,5;960;959,5;;18,7;14,8;19,5;18,6;14,9;14,7;78;74;78;155;5,5;2,7
27/01/2024;0600 UTC;0;959,3;959,5;959,3;;18,3;14,5;18,7;18,3;14,8;14,5;79;77;78;150;7,1;2
27/01/2024;0700 UTC;0;959,4;959,5;959,2;;17,8;14,4;18,3;17,8;14,5;14,4;80;78;80;159;5,4;0,9
27/01/2024;0800 UTC;0;959,7;959,7;959,4;;17,7;14,4;17,9;17,4;14,5;14,2;82;80;81;141;4,1;1,2
27/01/2024;0900 UTC;0;960,1;960,1;959,7;13,1;17,7;14,4;17,8;17,5;14,4;14,3;82;81;81;144;4,9;1,6
27/01/2024;1000 UTC;0;961;961;960,1;535,3;19,1;14,8;19,3;17,7;15,1;14,4;81;76;76;140;5,4;2,2
27/01/2024;1100 UTC;0;961,4;961,4;961;1572,6;21,3;15,6;21,3;19,1;15,9;14,8;77;70;70;147;6,8;2,4
27/01/2024;1200 UTC;0;961,7;961,8;961,4;2463,6;24,1;16,4;24,2;21,2;16,8;15,6;71;62;62;129;6;1,5
27/01/2024;1300 UTC;0;961,4;961,7;961,4;3170,7;25,5;16,1;25,7;23,5;16,8;15,6;63;56;56;127;5,3;1,3
27/01/2024;1400 UTC;0;961;961,4;961;3670,8;28,8;16;28,9;25,5;16,8;15,7;57;46;46;47;4,2;1,3
27/01/2024;1500 UTC;0;960,5;961,1;960,5;4047,7;29,9;11,7;30,5;28,2;16,3;11,7;47;33;33;293;4,2;1,3
27/01/2024;1600 UTC;0;959,9;960,5;959,8;4127,3;31,1;11,7;31,6;29,2;13,5;11,1;36;30;30;330;5,2;1,6
27/01/2024;1700 UTC;0;959;959,9;959;3692,9;31,2;12,6;32,9;30,9;13,7;11,2;33;28;32;312;5,2;1,1
27/01/2024;1800 UTC;0;958,5;959;958,5;2287,9;30,2;12,3;32,1;30;13,4;11,4;34;29;33;354;4,8;1,3
27/01/2024;1900 UTC;0;957,6;958,5;957,6;1612,8;31,5;12,3;31,9;29,8;13,6;11,6;35;30;31;326;4,2;0,8
27/01/2024;2000 UTC;0;957,2;957,6;957,2;1271,9;30,3;12,5;31,5;30,2;13,1;11,2;34;30;34;329;4,2;0,8
27/01/2024;2100 UTC;0;957,2;957,2;957,1;185,7;29,5;13,6;30,3;29,5;13,6;12,3;38;34;38;352;3,1;0,6
27/01/2024;2200 UTC;0;958,1;958,1;957,2;40,7;27,8;13,7;29,5;27,8;14;13,1;42;37;42;18;2,7;0,3
27/01/2024;2300 UTC;0;958,9;958,9;958,1;;26,6;14,6;27,8;26,4;14,6;13,8;48;42;48;275;1,3;0
28/01/2024;0000 UTC;0;959,7;959,7;958,9;;25,3;14,9;26,6;24,8;15,7;14,3;54;48;53;156;5,4;2,4
28/01/2024;0100 UTC;0;960,3;960,3;959,7;;24,1;15,3;25,3;24,1;15,3;14,8;58;53;58;173;5,1;1,9
28/01/2024;0200 UTC;0;960,3;960,4;960,2;;24,1;15;24,3;23,9;15,3;15;58;57;57;149;5;2,5
28/01/2024;0300 UTC;0;960,4;960,5;960,3;;23,1;15;24,1;23,1;15;14,8;60;57;60;147;5,2;2,1
28/01/2024;0400 UTC;0;959,9;960,5;959,9;;22,4;15,4;23,1;22,4;15,4;15;64;60;64;150;6,4;3,2
28/01/2024;0500 UTC;0;959,5;959,9;959,5;;21,5;15,8;22,4;21,5;15,8;15,4;70;64;70;148;6,8;2,9
28/01/2024;0600 UTC;0;959,4;959,6;959,4;;21,2;16;21,5;21,1;16;15,8;72;70;72;139;6,7;2,2
28/01/2024;0700 UTC;0;959,5;959,5;959,3;;20,2;16,2;21,2;20,2;16,2;15,9;78;72;78;134;6;1,3
28/01/2024;0800 UTC;0;960,5;960,5;959,5;;19;16,2;20,2;19;16,3;16;84;78;84;350;4,7;0
28/01/2024;0900 UTC;0;961,4;961,4;960,5;8,7;19,5;16,7;19,5;18,7;16,8;16,1;85;84;84;116;1,1;0,1
28/01/2024;1000 UTC;0;961,5;961,6;961,4;258,7;20,8;17,3;20,8;19,5;17,5;16,7;84;81;81;107;3,8;0,7
28/01/2024;1100 UTC;0;961,8;961,8;961,4;1566,3;24,6;17,1;24,6;20,8;18;16,7;81;63;63;68;4,1;0,9
28/01/2024;1200 UTC;0;962,3;962,3;961,8;1668,9;25,2;16,2;25,3;24,1;17,2;15,7;63;57;57;32;5,5;2,3
28/01/2024;1300 UTC;0;962,3;962,4;962,3;2679,4;27,4;15,1;27,7;25,1;16,9;14,9;58;46;47;1;5,5;2,3
28/01/2024;1400 UTC;0;961,9;962,3;961,9;3659,8;28,8;15,4;29,3;27,4;17;14,7;49;44;44;2;6,5;1,6
28/01/2024;1500 UTC;0;961,4;961,9;961,4;3815,8;30,4;16,3;30,8;28,5;17,2;15;47;39;43;328;5;1,2
28/01/2024;1600 UTC;0;960,8;961,4;960,8;3453;32,7;16,2;32,7;30,2;17;14;43;36;37;333;5,1;1,4
28/01/2024;1700 UTC;0;959,5;960,8;959,5;3535,1;30,9;15,7;33,5;30,9;17,4;13,9;40;33;40;5;5,7;2,3
28/01/2024;1800 UTC;0;958,7;959,5;958,7;2450,6;31,3;16,1;32,4;30,9;17;14,9;42;36;40;354;5,7;1,7
28/01/2024;1900 UTC;0;958,3;958,7;958,2;2289,6;30,8;15,8;32,2;30,8;16,6;15,3;41;37;40;352;7,1;1,6
28/01/2024;2000 UTC;0;957,9;958,3;957,8;1088,2;31,3;15,8;31,9;30,7;16,5;14,9;41;36;39;354;5,1;2
28/01/2024;2100 UTC;0;957,9;958;957,8;204,3;30,3;14,6;31,3;30,3;16,2;14,3;42;37;39;346;5,1;1,1
28/01/2024;2200 UTC;0;958,5;958,5;957,9;44,1;28,3;15,8;30,3;28,3;16,2;14,7;47;39;47;197;4,4;0,8
28/01/2024;2300 UTC;0;959,5;959,5;958,5;;26,7;16,8;28,4;26,5;16,9;15,7;55;46;55;179;3,6;2,1
29/01/2024;0000 UTC;0;960,1;960,1;959,5;;25,6;15,7;26,7;25,6;16,9;15,7;57;54;54;181;4,4;2,4
29/01/2024;0100 UTC;0;960,8;960,8;960,1;;25,1;15,3;25,6;24,9;15,7;15,3;56;54;55;161;5,8;2,6
29/01/2024;0200 UTC;0;961;961;960,8;;24;15,3;25,1;24;15,4;15;58;54;58;128;5,8;0,9
29/01/2024;0300 UTC;0;960,6;961;960,6;;23,8;16,4;24;22,9;16,4;15,3;65;58;63;145;4,5;2,6
29/01/2024;0400 UTC;0;960,3;960,6;960,2;;22,6;16,7;23,9;22,6;16,7;16,4;70;63;70;123;5,5;1,6
29/01/2024;0500 UTC;0;960;960,3;960;;21,9;16,9;22,6;21,9;16,9;16,7;73;70;73;110;5,7;1,6
29/01/2024;0600 UTC;0;959,8;960;959,8;;21,6;17;22;21,6;17;16,9;75;73;75;134;5;0,6
29/01/2024;0700 UTC;0;960,1;960,2;959,8;;20,8;17,1;21,7;20,8;17,1;17;79;75;79;123;2,5;0,1
29/01/2024;0800 UTC;0;960,4;960,4;960,1;;20,8;17,3;20,9;20,8;17,4;17,1;80;79;80;75;2,4;0,3
29/01/2024;0900 UTC;0;961;961;960,4;13,1;21;17,8;21;20,7;17,8;17,2;82;80;82;51;3,8;0,5
29/01/2024;1000 UTC;0;961,6;961,6;961;619,3;23,8;19;23,8;21;19;17,8;82;74;74;74;3,7;0,9
29/01/2024;1100 UTC;0;962,2;962,2;961,6;1463,4;26,2;19,7;26,2;23,7;19,7;18,5;74;67;68;42;3,7;0,7
29/01/2024;1200 UTC;0;962,1;962,2;962,1;2364,3;28,5;19,9;28,5;26;19,9;18,7;68;57;60;5;5,1;1,9
29/01/2024;1300 UTC;0;962;962,1;961,9;3097,2;30,6;19,2;30,7;28,4;20,1;18,8;60;50;51;348;5,8;2
29/01/2024;1400 UTC;0;961,7;962;961,7;3620,5;32,5;19,1;32,7;30,6;20;18,1;52;43;45;343;6,9;1,7
29/01/2024;1500 UTC;0;961,1;961,7;961,1;3645,2;33,6;14,4;34,2;32,4;19,3;14,3;46;31;32;288;7,8;1,5
29/01/2024;1600 UTC;0;960,4;961,1;960,4;3233,6;34,4;13,2;34,7;32,6;17,4;11,7;39;26;28;329;8;2,1
29/01/2024;1700 UTC;0;959,8;960,4;959,8;3407,9;35,1;12,8;35,5;33,5;13,8;11;29;23;26;317;9,9;2
29/01/2024;1800 UTC;0;959,1;959,8;959,1;2413,4;35,1;11,5;35,4;33,5;13,4;11,1;29;24;24;309;7,5;2,1
29/01/2024;1900 UTC;0;958,6;959,1;958,6;1700,3;34;11;35,1;32,9;12,9;10,6;29;23;25;277;8,7;1,8
29/01/2024;2000 UTC;0;958,1;958,6;958,1;981,2;33,8;10,7;34,6;33,3;11,7;10,1;26;23;24;273;8,7;1,5
29/01/2024;2100 UTC;0;958,1;958,1;957,9;198,4;32,4;10,7;33,8;32,4;10,8;9,9;27;24;26;282;6,5;1,3
29/01/2024;2200 UTC;0;958,5;958,5;958,1;41,3;30,7;11,9;32,4;30,7;12;10,7;32;26;32;274;5,1;0,4
29/01/2024;2300 UTC;0;959,4;959,4;958,5;;26,7;18,2;30,8;26,7;18,3;11,8;60;31;60;128;6,3;1,7
30/01/2024;0000 UTC;0;960,1;960,1;959,4;;25,7;17,6;26,7;25,7;18,2;17,6;61;60;61;90;4,7;0,7
30/01/2024;0100 UTC;0;960,8;960,8;960,1;;25,1;17,9;25,7;25,1;17,9;17,6;64;61;64;55;3,4;0,7
30/01/2024;0200 UTC;0;961,1;961,2;960,8;;24;18,3;25,2;24;18,5;18;70;64;70;120;2,9;0
30/01/2024;0300 UTC;0;960,6;961,1;960,6;;23,5;18,3;24,1;23,4;18,6;18,2;74;70;73;140;0,8;0
30/01/2024;0400 UTC;0;960,3;960,7;960,3;;22,8;18;23,5;22,8;18,4;18;75;73;74;198;1,4;0
30/01/2024;0500 UTC;0;959,9;960,3;959,9;;22,6;18,2;22,8;22,3;18,4;18;78;74;76;19;0;0
30/01/2024;0600 UTC;0;959,7;959,9;959,7;;22,6;18,3;22,9;22,5;18,4;18,1;77;75;77;168;1,6;0
